population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,207,Ghana,1,Male,19,70-74 years,297,Tuberculosis,3,Rate,1990,833.7223492553326,1260.6691012371268,526.1691177219858
1,All Population,1,Deaths,207,Ghana,2,Female,19,70-74 years,297,Tuberculosis,3,Rate,1990,403.7931603395469,724.0724082759799,217.32516545408214
1,All Population,1,Deaths,207,Ghana,3,Both,19,70-74 years,297,Tuberculosis,3,Rate,1990,599.2116078041362,881.484508423999,405.09694340450676
1,All Population,1,Deaths,207,Ghana,1,Male,20,75-79 years,297,Tuberculosis,1,Number,1990,323.9225684660591,493.2136452568725,203.90446606117465
1,All Population,1,Deaths,207,Ghana,2,Female,20,75-79 years,297,Tuberculosis,1,Number,1990,201.45656829391302,360.64362835926016,106.12926585402435
1,All Population,1,Deaths,207,Ghana,3,Both,20,75-79 years,297,Tuberculosis,1,Number,1990,525.3791367599721,769.6645587049428,353.423031078263
1,All Population,1,Deaths,207,Ghana,1,Male,20,75-79 years,297,Tuberculosis,2,Percent,1990,0.1021990608970485,0.14854824237138034,0.06743489230805134
1,All Population,1,Deaths,207,Ghana,2,Female,20,75-79 years,297,Tuberculosis,2,Percent,1990,0.07168011326895024,0.12933144141050726,0.04015977377906108
1,All Population,1,Deaths,207,Ghana,3,Both,20,75-79 years,297,Tuberculosis,2,Percent,1990,0.0879000355530803,0.12562676811786405,0.059595734042942446
1,All Population,1,Deaths,207,Ghana,1,Male,20,75-79 years,297,Tuberculosis,3,Rate,1990,1079.0391191608903,1642.9754180338075,679.2391666117447
1,All Population,1,Deaths,207,Ghana,2,Female,20,75-79 years,297,Tuberculosis,3,Rate,1990,489.4019632792273,876.1178712508569,257.82168092214016
1,All Population,1,Deaths,207,Ghana,3,Both,20,75-79 years,297,Tuberculosis,3,Rate,1990,738.0644954962255,1081.242182027142,496.49666855480405
1,All Population,1,Deaths,207,Ghana,1,Male,21,80+ years,297,Tuberculosis,1,Number,1990,265.1421808097851,395.3669009618994,168.41944091316432
1,All Population,1,Deaths,207,Ghana,2,Female,21,80+ years,297,Tuberculosis,1,Number,1990,258.73053157897215,497.6570968658074,131.69943608604606
1,All Population,1,Deaths,207,Ghana,3,Both,21,80+ years,297,Tuberculosis,1,Number,1990,523.8727123887573,788.6996156997374,355.21686518230143
1,All Population,1,Deaths,207,Ghana,1,Male,21,80+ years,297,Tuberculosis,2,Percent,1990,0.08557360945865763,0.12619593689006,0.05588550594140957
